work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W001798,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 065,1058894.83,1070126.67,1036929.02,2024-11-19,2025-01-26,2025-03-20,213,216,Completed,AG0149,V00025,20.054641,87.567783,0,1,1,6,4,1,duplicate_work
MPLADS-W001799,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Public Facility,Public Facility for public use in Constituency 065,1562933.06,1595201.15,1305728.25,2025-02-06,2025-07-07,2025-08-06,152,367,In Progress,AG0023,V00047,20.150039,87.639411,0,1,1,0,5,1,delay_anomaly
MPLADS-W001800,MP0065,Andhra Pradesh,District 065,Constituency 065,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 065,1211986.39,1288135.86,1292922.04,2024-04-07,2024-09-13,2024-12-03,150,287,Completed,AG0149,V00047,19.979313,87.531673,0,0,0,0,6,1,ghost_asset
MPLADS-W001801,MP0065,Andhra Pradesh,District 065,Constituency 065,Road,Culvert Construction,Culvert Construction for public use in Constituency 065,923921.03,1347335.69,1638765.57,2024-11-12,2024-12-25,2025-03-05,122,171,Completed,AG0149,V00047,20.159722,87.399736,0,1,1,1,5,1,cost_anomaly
MPLADS-W001802,MP0065,Andhra Pradesh,District 065,Constituency 065,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 065,1527494.69,2025869.96,2330353.27,2025-08-11,2025-10-04,2025-12-07,106,119,Completed,AG0023,V00047,20.198862,87.592924,0,1,0,0,5,1,cost_anomaly
MPLADS-W001803,MP0065,Andhra Pradesh,District 065,Constituency 065,Sports,Sports Complex,Sports Complex for public use in Constituency 065,837667.0,868098.95,793508.91,2024-09-14,2025-01-27,2025-04-30,244,497,In Progress,AG0023,V00015,20.080109,87.517243,0,0,1,0,5,1,delay_anomaly
MPLADS-W001804,MP0065,Andhra Pradesh,District 065,Constituency 065,Water,Water Tank,Water Tank for public use in Constituency 065,2030443.73,2105107.62,2567164.04,2024-09-30,2025-02-21,2025-05-22,164,257,In Progress,AG0149,V00025,20.036837,87.622826,0,0,0,1,8,1,payment_anomaly
MPLADS-W001805,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Public Facility,Public Facility for public use in Constituency 065,2074931.89,2200406.38,2154629.95,2025-05-22,2025-07-01,2025-08-03,200,371,In Progress,AG0149,V00025,20.234139,87.600609,0,0,1,0,3,1,delay_anomaly
MPLADS-W001806,MP0065,Andhra Pradesh,District 065,Constituency 065,Sports,Open Gym,Open Gym for public use in Constituency 065,1824592.77,2003286.64,1905923.22,2024-11-18,2025-02-02,2025-05-14,270,284,Completed,AG0023,V00025,20.128317,87.613157,0,1,1,5,4,1,duplicate_work
MPLADS-W001807,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,Drain Repair,Drain Repair for public use in Constituency 065,2076992.8,2211789.13,2200036.21,2025-01-12,2025-05-21,2025-09-13,259,559,Completed,AG0063,V00047,20.22184,87.55268,0,1,1,0,2,1,delay_anomaly
MPLADS-W001808,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,Drain Repair,Drain Repair for public use in Constituency 065,698396.84,734474.74,801035.54,2025-02-15,2025-05-26,2025-08-27,153,186,Completed,AG0149,V00047,20.068684,87.526839,0,1,0,0,6,1,ghost_asset
MPLADS-W001809,MP0065,Andhra Pradesh,District 065,Constituency 065,Sports,Open Gym,Open Gym for public use in Constituency 065,1293909.19,1410525.47,1441322.98,2024-10-17,2025-01-05,2025-05-03,121,151,In Progress,AG0063,V00025,20.19497,87.662325,0,1,1,2,6,1,duplicate_work
MPLADS-W001810,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 065,1443885.83,1455584.11,1406614.2,2024-05-03,2024-09-28,2024-10-23,176,308,In Progress,AG0063,V00047,20.150494,87.490026,0,1,1,0,5,1,delay_anomaly
MPLADS-W001811,MP0065,Andhra Pradesh,District 065,Constituency 065,Drainage,RCC Drain,RCC Drain for public use in Constituency 065,843123.39,853057.31,832759.41,2025-05-09,2025-08-28,2025-10-27,260,252,In Progress,AG0149,V00047,20.026522,87.470012,1,1,1,4,4,1,duplicate_work
MPLADS-W001812,MP0065,Andhra Pradesh,District 065,Constituency 065,Road,Road Repair,Road Repair for public use in Constituency 065,1653056.78,1809335.98,1967017.34,2025-01-28,2025-04-05,2025-07-07,193,208,In Progress,AG0063,V00047,20.216097,87.626705,1,1,1,2,4,1,duplicate_work
MPLADS-W001813,MP0065,Andhra Pradesh,District 065,Constituency 065,Road,Bridge Approach,Bridge Approach for public use in Constituency 065,1789517.21,1777214.2,1698532.3,2025-03-29,2025-06-19,2025-07-28,232,228,Completed,AG0063,V00047,20.191985,87.663084,1,1,1,0,3,0,none
MPLADS-W001814,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 065,1371817.28,1317939.22,1327399.94,2024-11-09,2025-01-02,2025-01-27,125,142,Completed,AG0023,V00015,20.023623,87.394432,1,1,1,0,2,0,none
MPLADS-W001815,MP0065,Andhra Pradesh,District 065,Constituency 065,Education,School Toilet,School Toilet for public use in Constituency 065,1906219.39,1939128.07,1822438.64,2025-03-15,2025-06-14,2025-08-12,247,567,In Progress,AG0149,V00047,20.212509,87.553818,1,0,1,0,5,1,delay_anomaly
MPLADS-W001816,MP0065,Andhra Pradesh,District 065,Constituency 065,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 065,1449473.88,1431770.12,1155177.68,2024-05-19,2024-10-22,2025-01-12,247,414,Sanctioned,AG0023,V00025,20.177065,87.526175,0,1,1,0,4,1,delay_anomaly
MPLADS-W001817,MP0065,Andhra Pradesh,District 065,Constituency 065,Education,School Toilet,School Toilet for public use in Constituency 065,935409.58,1209052.38,1561945.79,2024-08-04,2024-12-06,2025-01-08,207,240,Completed,AG0023,V00025,20.077589,87.587503,1,1,1,0,6,1,cost_anomaly
MPLADS-W001818,MP0065,Andhra Pradesh,District 065,Constituency 065,Community,Bus Shelter,Bus Shelter for public use in Constituency 065,1400852.46,1396954.01,1468981.76,2024-12-07,2025-02-12,2025-04-26,145,175,In Progress,AG0063,V00015,20.210139,87.439298,1,1,1,5,5,1,duplicate_work
MPLADS-W001819,MP0065,Andhra Pradesh,District 065,Constituency 065,Education,School Library,School Library for public use in Constituency 065,1731820.66,1744824.45,1748915.07,2025-03-17,2025-08-11,2025-10-23,157,146,Completed,AG0063,V00047,19.983282,87.673947,1,1,1,0,2,0,none
MPLADS-W001820,MP0065,Andhra Pradesh,District 065,Constituency 065,Road,Road Repair,Road Repair for public use in Constituency 065,1627714.36,1834532.84,2153708.59,2025-04-16,2025-08-14,2025-10-21,106,160,Completed,AG0149,V00015,20.159926,87.625775,0,0,0,1,12,1,payment_anomaly
MPLADS-W001821,MP0066,Haryana,District 066,Constituency 066,Education,School Toilet,School Toilet for public use in Constituency 066,1769051.55,1962692.51,2641868.95,2025-01-19,2025-02-23,2025-04-27,210,238,Completed,AG0046,V00051,15.388688,86.19985,0,0,0,1,13,1,payment_anomaly
MPLADS-W001822,MP0066,Haryana,District 066,Constituency 066,Drainage,Drain Repair,Drain Repair for public use in Constituency 066,812471.7,831737.03,788287.9,2025-03-18,2025-08-23,2025-10-24,238,217,Completed,AG0135,V00003,15.135132,86.29069,1,1,1,0,2,0,none
MPLADS-W001823,MP0066,Haryana,District 066,Constituency 066,Sports,Open Gym,Open Gym for public use in Constituency 066,1851269.22,1789165.53,1673128.65,2024-07-19,2024-09-08,2024-10-20,266,438,Completed,AG0095,V00051,15.118654,86.203243,0,1,1,0,5,1,delay_anomaly
MPLADS-W001824,MP0066,Haryana,District 066,Constituency 066,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 066,1169945.3,1124163.35,1119740.42,2025-03-24,2025-09-10,2025-11-21,218,486,Sanctioned,AG0095,V00051,15.37679,86.396993,0,0,1,0,2,1,delay_anomaly
MPLADS-W001825,MP0066,Haryana,District 066,Constituency 066,Drainage,Drain Repair,Drain Repair for public use in Constituency 066,1012522.31,1504062.59,1812781.3,2024-05-18,2024-07-08,2024-09-03,148,168,Completed,AG0135,V00003,15.201953,86.325123,0,1,0,1,7,1,cost_anomaly
MPLADS-W001826,MP0066,Haryana,District 066,Constituency 066,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 066,1727994.19,1662857.57,1336677.82,2025-02-09,2025-06-27,2025-10-10,224,398,In Progress,AG0095,V00003,15.395556,86.299058,1,0,1,0,5,1,delay_anomaly
MPLADS-W001827,MP0066,Haryana,District 066,Constituency 066,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 066,2024122.14,2426335.61,2630950.77,2025-07-18,2025-09-09,2025-11-20,157,188,Completed,AG0095,V00017,15.203982,86.407555,0,1,0,0,4,1,ghost_asset
MPLADS-W001828,MP0066,Haryana,District 066,Constituency 066,Road,Road Repair,Road Repair for public use in Constituency 066,891708.35,874020.2,879558.68,2025-08-04,2026-01-14,2026-04-04,175,189,Completed,AG0046,V00017,15.247663,86.230783,1,1,1,1,4,0,none
MPLADS-W001829,MP0066,Haryana,District 066,Constituency 066,Education,Smart Classroom,Smart Classroom for public use in Constituency 066,1606135.54,1636043.31,1527668.26,2025-04-15,2025-06-13,2025-07-20,164,135,Completed,AG0046,V00017,15.200663,86.236704,1,1,1,0,3,0,none
MPLADS-W001830,MP0066,Haryana,District 066,Constituency 066,Water,Water Tank,Water Tank for public use in Constituency 066,1212077.9,1564624.36,1922026.85,2025-04-14,2025-10-10,2025-11-22,94,242,Completed,AG0095,V00017,15.316326,86.172207,1,1,0,3,8,1,vendor_anomaly
MPLADS-W001831,MP0066,Haryana,District 066,Constituency 066,Education,Smart Classroom,Smart Classroom for public use in Constituency 066,866770.37,847583.37,805132.28,2024-04-20,2024-06-02,2024-08-06,149,156,Completed,AG0046,V00003,15.161497,86.293416,1,1,1,0,4,0,none
MPLADS-W001832,MP0066,Haryana,District 066,Constituency 066,Education,School Building,School Building for public use in Constituency 066,769498.04,806051.42,786466.2,2024-05-19,2024-07-04,2024-08-07,119,287,In Progress,AG0135,V00017,15.289849,86.197233,0,1,1,0,3,1,delay_anomaly
MPLADS-W001833,MP0066,Haryana,District 066,Constituency 066,Electricity,Street Lighting,Street Lighting for public use in Constituency 066,1953253.21,2333835.56,2265751.15,2024-12-21,2025-05-01,2025-06-09,144,206,Completed,AG0046,V00017,15.328961,86.422903,0,1,0,1,6,1,ghost_asset
MPLADS-W001834,MP0066,Haryana,District 066,Constituency 066,Health,Clinic Building,Clinic Building for public use in Constituency 066,1444483.2,1432973.56,1243098.19,2024-07-05,2024-12-15,2025-03-01,166,369,Completed,AG0046,V00017,15.27125,86.290513,0,1,1,0,4,1,delay_anomaly
MPLADS-W001835,MP0066,Haryana,District 066,Constituency 066,Water,Borewell,Borewell for public use in Constituency 066,2011008.96,2050245.05,1940645.47,2025-04-17,2025-06-04,2025-09-30,239,224,Completed,AG0046,V00051,15.293236,86.376928,1,1,1,0,3,0,none
MPLADS-W001836,MP0066,Haryana,District 066,Constituency 066,Health,Clinic Building,Clinic Building for public use in Constituency 066,863884.14,883763.05,999632.92,2025-03-05,2025-08-27,2025-12-11,250,264,Completed,AG0046,V00003,15.287721,86.235421,0,1,1,2,5,1,duplicate_work
MPLADS-W001837,MP0066,Haryana,District 066,Constituency 066,Electricity,Electrification,Electrification for public use in Constituency 066,838649.53,1243886.75,1634847.47,2025-01-14,2025-03-06,2025-05-04,214,234,In Progress,AG0046,V00003,15.217894,86.359446,1,1,0,0,7,1,cost_anomaly
MPLADS-W001838,MP0066,Haryana,District 066,Constituency 066,Drainage,Drain Repair,Drain Repair for public use in Constituency 066,760061.87,758098.45,803019.39,2024-11-29,2025-04-07,2025-05-30,153,185,In Progress,AG0046,V00051,15.136114,86.434594,0,1,1,5,5,1,duplicate_work
MPLADS-W001839,MP0066,Haryana,District 066,Constituency 066,Electricity,Street Lighting,Street Lighting for public use in Constituency 066,866774.81,919535.73,945504.05,2024-09-21,2024-12-18,2025-03-24,238,275,Completed,AG0095,V00003,15.237506,86.399788,0,1,1,6,5,1,duplicate_work
MPLADS-W001840,MP0066,Haryana,District 066,Constituency 066,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 066,1385823.83,1447264.62,1268986.12,2024-12-09,2025-02-20,2025-04-24,116,370,In Progress,AG0135,V00051,15.295441,86.398536,0,1,1,0,5,1,delay_anomaly
MPLADS-W001841,MP0066,Haryana,District 066,Constituency 066,Health,Clinic Building,Clinic Building for public use in Constituency 066,1542485.47,2355416.65,3266411.44,2024-08-17,2024-11-14,2025-03-03,163,220,Completed,AG0046,V00051,15.402295,86.283336,1,1,0,0,6,1,cost_anomaly
MPLADS-W001842,MP0066,Haryana,District 066,Constituency 066,Education,Smart Classroom,Smart Classroom for public use in Constituency 066,1498628.15,1484170.55,1516467.25,2025-01-15,2025-06-19,2025-09-27,253,247,Completed,AG0095,V00003,15.241184,86.420893,0,1,1,4,4,1,duplicate_work
MPLADS-W001843,MP0066,Haryana,District 066,Constituency 066,Health,Ambulance Shed,Ambulance Shed for public use in Constituency 066,1406059.41,1469386.4,1038345.71,2024-05-16,2024-06-27,2024-08-22,95,218,In Progress,AG0095,V00003,15.256917,86.440717,0,1,1,0,3,1,delay_anomaly
MPLADS-W001844,MP0066,Haryana,District 066,Constituency 066,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 066,986134.17,940868.53,801331.19,2025-08-04,2026-01-27,2026-05-23,94,371,In Progress,AG0046,V00003,15.328899,86.306661,0,1,1,0,3,1,delay_anomaly
MPLADS-W001845,MP0066,Haryana,District 066,Constituency 066,Health,Clinic Building,Clinic Building for public use in Constituency 066,1328468.29,1377720.79,1087071.42,2025-05-06,2025-10-01,2025-12-15,137,263,Completed,AG0135,V00003,15.343136,86.216256,1,0,1,0,3,1,delay_anomaly
MPLADS-W001846,MP0066,Haryana,District 066,Constituency 066,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 066,1235168.94,1418469.51,1687878.22,2024-07-15,2024-10-06,2025-01-15,117,221,Completed,AG0046,V00051,15.355029,86.386827,0,1,0,0,5,1,ghost_asset
MPLADS-W001847,MP0066,Haryana,District 066,Constituency 066,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 066,1181923.77,1336254.74,1475503.91,2025-03-08,2025-05-10,2025-06-27,254,368,In Progress,AG0135,V00017,15.377019,86.427521,0,1,0,3,7,1,vendor_anomaly
MPLADS-W001848,MP0066,Haryana,District 066,Constituency 066,Community,Bus Shelter,Bus Shelter for public use in Constituency 066,2042557.78,1960607.35,1740790.29,2024-07-21,2024-11-17,2025-01-09,243,432,In Progress,AG0046,V00051,15.312174,86.383519,0,1,1,0,2,1,delay_anomaly
MPLADS-W001849,MP0067,Manipur,District 067,Constituency 067,Health,Clinic Building,Clinic Building for public use in Constituency 067,6468320.53,6244348.69,5885581.78,2025-04-10,2025-05-05,2025-05-11,110,94,Completed,AG0074,V00296,31.431425,86.900724,1,1,1,0,3,0,none
MPLADS-W001850,MP0067,Manipur,District 067,Constituency 067,Sports,Playground,Playground for public use in Constituency 067,5340131.38,5283302.29,4886435.36,2025-08-03,2025-08-31,2025-09-13,226,214,Completed,AG0074,V00397,31.249874,86.842442,1,1,1,0,4,0,none
MPLADS-W001851,MP0067,Manipur,District 067,Constituency 067,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 067,3500564.33,3409027.87,3326958.32,2025-08-02,2025-08-11,2025-08-29,216,188,In Progress,AG0085,V00169,31.314905,86.764743,1,1,1,0,3,0,none
MPLADS-W001852,MP0067,Manipur,District 067,Constituency 067,Community,Community Hall,Community Hall for public use in Constituency 067,5476476.07,5843642.0,5058318.69,2025-08-13,2025-08-29,2025-09-05,96,265,In Progress,AG0074,V00296,31.396351,86.97095,1,0,1,0,2,1,delay_anomaly
MPLADS-W001853,MP0067,Manipur,District 067,Constituency 067,Community,Community Hall,Community Hall for public use in Constituency 067,2874748.62,2781793.41,2704918.16,2024-10-24,2024-11-17,2024-11-23,108,116,Completed,AG0085,V00397,31.315564,86.820533,1,1,1,0,3,0,none
MPLADS-W001854,MP0067,Manipur,District 067,Constituency 067,Electricity,Electrification,Electrification for public use in Constituency 067,4104965.69,4151267.77,3820116.85,2025-01-09,2025-01-24,2025-02-02,105,87,Completed,AG0074,V00169,31.429555,86.762392,1,1,1,0,2,0,none
MPLADS-W001855,MP0067,Manipur,District 067,Constituency 067,Sports,Sports Complex,Sports Complex for public use in Constituency 067,7209449.03,6951148.29,5445046.56,2024-07-15,2024-08-08,2024-08-25,105,396,Completed,AG0085,V00288,31.209596,86.991614,0,0,1,0,2,1,delay_anomaly
MPLADS-W001856,MP0067,Manipur,District 067,Constituency 067,Education,School Building,School Building for public use in Constituency 067,2413300.5,2440259.62,2478487.57,2025-01-24,2025-02-21,2025-03-07,94,83,In Progress,AG0085,V00169,31.340816,86.801588,1,1,1,1,4,0,none
MPLADS-W001857,MP0067,Manipur,District 067,Constituency 067,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 067,7426054.53,7659839.06,7412694.67,2024-06-01,2024-06-12,2024-07-01,251,229,Completed,AG0074,V00288,31.311132,86.983024,1,1,1,1,4,0,none
MPLADS-W001858,MP0067,Manipur,District 067,Constituency 067,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 067,7553519.32,7523198.45,7622568.64,2025-06-09,2025-07-02,2025-07-18,215,212,Completed,AG0085,V00169,31.229728,86.804312,1,1,1,0,2,0,none
MPLADS-W001859,MP0067,Manipur,District 067,Constituency 067,Sports,Open Gym,Open Gym for public use in Constituency 067,3255434.01,3179695.58,3155072.22,2025-02-09,2025-02-19,2025-03-08,121,109,Completed,AG0022,V00397,31.292368,86.762108,1,1,1,0,4,0,none
MPLADS-W001860,MP0067,Manipur,District 067,Constituency 067,Road,Road Construction,Road Construction for public use in Constituency 067,4506838.24,4461114.91,4588745.72,2025-03-30,2025-04-13,2025-04-20,175,148,Completed,AG0074,V00288,31.395203,86.809158,1,1,1,0,4,0,none
MPLADS-W001861,MP0067,Manipur,District 067,Constituency 067,Community,Community Hall,Community Hall for public use in Constituency 067,7192723.24,7102172.83,7055789.72,2024-10-26,2024-11-19,2024-12-02,178,168,Completed,AG0022,V00169,31.429129,86.809852,1,1,1,0,4,0,none
MPLADS-W001862,MP0067,Manipur,District 067,Constituency 067,Road,Road Repair,Road Repair for public use in Constituency 067,5962638.24,5865291.64,5567888.24,2025-02-19,2025-03-09,2025-03-23,214,188,Completed,AG0074,V00397,31.311381,86.986548,1,1,1,1,3,0,none
MPLADS-W001863,MP0067,Manipur,District 067,Constituency 067,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 067,4770819.99,4937850.97,5039471.88,2024-10-17,2024-11-12,2024-11-26,219,227,Completed,AG0085,V00397,31.215262,86.813314,1,1,1,0,2,0,none
MPLADS-W001864,MP0067,Manipur,District 067,Constituency 067,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 067,5770358.37,5778688.87,5377390.35,2024-09-26,2024-10-24,2024-11-10,143,162,In Progress,AG0085,V00296,31.437243,86.918564,1,1,1,0,2,0,none
MPLADS-W001865,MP0067,Manipur,District 067,Constituency 067,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 067,4689667.36,4734001.06,4400883.65,2024-06-19,2024-07-08,2024-07-25,124,117,Completed,AG0085,V00296,31.287724,86.972018,1,1,1,0,2,0,none
